refTime,beginTime,endTime,labeledSentence,Comment,ETU
2/18/16 0:00,2/18/16 0:00,2/18/16 23:59,Deals of the Day -$14.97 Clearance Ties -Orig. $49.50-$89.50 - Online Only. Select Styles. While Supplies_TDPS Last._TDSS -Shop All Offers,,
2/18/16 0:00,2/20/16 0:00,2/21/16 23:59,THIS WEEKEND:_ETPDS EXTRA 30% OFF WITH PROMO CODE,,
2/18/16 0:00,2/18/16 0:00,2/21/16 23:59, 3_TDPN day_TDPS sale. shop now.,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,Ends February_ETPMS 21._ETPDN get your pass,,
2/20/16 0:00,2/20/16 0:00,2/22/16 23:59,SPRING CARDHOLDER EVENT  ENJOY 25% OFF  NOW_BTPHS THROUGH FEBRUARY_ETPMS 22_ETPDN,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,TODAY_ETPDS ONLY! - FOOTWEAR FRIDAY_ETPDS - UP TO 60% OFF -SHOP MEN'S,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,TODAY_ETPDS ONLY! - FOOTWEAR FRIDAY_ETPDS -UP TO 60% OFF -SHOP WOMEN'S,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,LIMITED_TDPS TIME_TDSS IN FACTORY STORES ONLY.  UP TO 70% OFF ENTIRE STORE,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,UP TO 75% OFF ONLINE ONLY!  QUANTITES_TDPS LIMITED!_TDSS,,
2/20/16 0:00,2/20/16 0:00,2/23/16 23:59,Theres only four_TDPS days_TDSS left before that offer expires so dont put it off saying Ill get to that later because later might be too late.  Dont miss this chance to save big on all your favorite styles.  USE CODE,,
2/20/16 0:00,2/22/16 0:00,2/22/16 23:59, Saturday_ETPDS Doorbusters,,
2/27/16 0:00,2/27/16 0:00,2/27/16 23:59,ENds Today!_ETPDS Saturday_ETPDS February_ETPMS 27_ETPDN  Shop now.,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,myGSOM Limited_TDPS Time_TDSS Member Exclusive: 20% Off oneregular-priced item,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,Only 2_TDPN Days_TDSS Left! Shop Day 3 of Clearance Event! Save up to 75% OFF,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,ONLINE ONLY -ALL_TDPS DAY_TDSS SATURDAY_ETPDS 50% off ALMOST everything -SHOP NOW,,
2/20/16 0:00,2/20/16 15:00,2/20/16 18:00,Happy Hour! Today_ETPDS Only! In Stores: 3_BTPHN - 6_ETPHN PM_ETPAP Local. Online: All Day.In Stores. All Shorts $15. Even more styles online $15 and up. Excludes clearance and Brands We Love. SHOP SHORTS,,
2/20/16 0:00,2/20/16 10:00,2/20/16 16:00,FLASH SALE. 10_BTPHN AM_BTPAP - 4_ETPHN PM_ETPAP CST_ETPZ -ONLINE TODAY_ETPDS ONLY. BONUS BUYS 60-85% off Select items from your favorite categories: Women's Men's Kids' Shoes Accessories. Shop All.,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Extended Saturday_ETPDS Doorbusters,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,In Stores Only -Now_BTPDS Thru Sunday!_ETPDS Take an extra 50%(2) off all clearance for savings up to 80% off. Find A Store. Limited_TDPS time_TDSS only. While supplies last. Excludes online first styles. Prices may vary in stores and online & in Canada.,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Final_TDPS Day!_TDSS Online Exclusive Savings,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,TODAY_ETPDS ONLY!,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,ENDS TOMORROW_ETPDS,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,STOCK-UP SALE -FINAL_TDPS DAY!_TDSS -Suits & Sportcoats -BUY 1 GET 2 FREE,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,LAST_TDPS DAY:_TDSS 25% OFF WITH PROMO CODE,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Last_TDPS Day_TDSS -25% Off Entire Purchase,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Ends Today!_ETPDS,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Last_TDPS Day!_TDSS 20% Off Entire Purchase Use Code: 30469,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,Over 150 limited_TDPS - time_TDSS offers.,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Only Hours_TDPS Left!_TDSS Markdowns up to 75% OFF! Don't miss this Clearance Event! Special One_TDPS Day_TDSS Prices!  Shop Clearance Event -Final_TDPS Day_TDSS to save up to 75% OFF,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,Bose Wave Music System IV Today_ETPDS Only,,
2/20/16 0:00,2/20/16 0:00,3/2/16 23:59,Exclusively FOR OUR EMAIL CUSTOMERS Ends Wednesday_ETPDS March_ETPMS 2_ETPDN EXTRA 25% OFF SALE PRICE APPAREL EXTRA 15% OFF SALE PRICE SHOES ACCESSORIES OUTERWEAR AND MORE Promo code: MARCH25PASS SHOP NOW.,,
2/20/16 0:00,2/20/16 0:00,3/2/16 23:59,Exclusively FOR OUR EMAIL CUSTOMERS Ends Wednesday_ETPDS March_ETPMS 2_ETPDN EXTRA 25% OFF SALE PRICE APPAREL EXTRA 15% OFF SALE PRICE SHOES ACCESSORIES OUTERWEAR AND MORE Promo code: MARCH25PASS PRINT COUPON,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,ONE_TDPS day_TDSS SALE SUNDAY_ETPDS BONUS DAY -40% OFF,,
2/20/16 0:00,2/20/16 0:00,2/21/16 23:59,Ends tomorrow_ETPDS free ship on denim. Applies to standard ground shipping with denim purchase. Excludes clearance. All denim Buy 1 Get 1 $12.50. Excludes clearance and Brands We Love. Valid on items of equal or lesser value. SHOP DENIM,,
2/20/16 0:00,2/20/16 0:00,3/2/16 23:59,Yellow Dot Clearance. Save up to 85% on original prices when you take an extra 50-60% off Yellow Dot and an extra 70-80% off Black Dot. EMAIL EXCLUSIVE! Ends Wednesday_ETPDS March_ETPMS 2_ETPDN take an extra 40% OFF Yellow Dot and Black Dot women's men's & kids' apparel Promo code: YLWDTAPRL40 PRINT COUPON.,,
2/20/16 0:00,2/20/16 0:00,3/2/16 23:59,Yellow Dot Clearance. Save up to 85% on original prices when you take an extra 50-60% off Yellow Dot and an extra 70-80% off Black Dot. EMAIL EXCLUSIVE! Ends Wednesday_ETPDS March_ETPMS 2_ETPDN take an extra 40% OFF Yellow Dot and Black Dot women's men's & kids' apparel Promo code: YLWDTAPRL40 SHOP NOW.,,
2/20/16 0:00,2/20/16 0:00,2/20/16 23:59,TODAY_ETPDS ONLY  THE BEST FOR OUR BEST  35% OFF YOUR PURCHASE,,
2/21/16 0:00,2/21/16 0:00,2/22/16 23:59,ONLINE ONLY ENDS TOMORROW_ETPDS - MONDAY_ETPDS FEBRUARY_ETPMS 22_ETPDN Take 60% off kids dresswear BONUS BUYS including Rare Editions Calvin Klein Bonnie Jean and more. SHOP NOW.,,
2/29/16 0:00,2/29/16 0:00,3/2/16 23:59,ONLINE ONY! ENDS WEDNESDAY_ETPDS MARCH_ETPMS 2_ETPDN TAKE UP TO AN EXTRA 25% OFF YOUR PRUCHASE Promo code: FEB28SAVE25 SHOP NOW.,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Final_TDPS Hours_TDSS -The Beauty Event,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,FINAL_TDPS HOURS:_TDSS EXTRA 25% OFF WITH PROMO CODE,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,HOURS_TDPS LEFT!_TDSS THE BEST FOR OUR BEST  35% OFF YOUR PURCHASE,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,TODAY_ETPDS 2_ETPMN / 29_ETPDN -ONLINE ONLY!  LEAP DAY FLASH SALE 29% OFF  Online use code: LEAP,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Today_ETPDS  Online Only. $20 Off Pants & Jeans,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,One_TDPS Day_TDSS Only -Denim Now $29,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,One_TDPS Day_TDSS Only -Denim Now $29 -Shop Men,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,One_TDPS Day_TDSS Only -Denim Now $29 -Shop Women,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,leap day flash_TDPS sale 2_ETPMN / 29_ETPDN ends today._ETPDS online only.  29% OFF your purchase at Gap Factory & Banana Republic Factory,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,Limited_TDPS time._TDSS Exclusively online. Exclusions apply. See Details,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,FREE SHIPPING TODAY_ETPDS ONLY  SHOP DRESS SHIRTS,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,Last_TDPS Chance!_TDSS First Pair As Low As $10: Shop Now,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Happy Leap Year! Enjoy an extra day to shop! Take 29% off your entire purchase of full-price styles. Online exclusive one_TDPS day_TDSS only. Shop now!,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,TODAY_ETPDS FEBRUARY_ETPMS 29_ETPDN ONLY  ONLINE ONLY,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,FEBRUARY_ETPMS EXTRA 29% OFF,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,Starts Now_BTPHS  True Religion  Limited_TDPS - time_TDSS online sale event  From fit to finish this is denim at its boldest and truest.  Shop Now,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,extra day extra savings: free shipping today_BTPDS thru 3_ETPMN / 1_ETPDN at 9_ETPHN am_ETPAP at tjmaxx.com -SHOP NOW,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Today._ETPDS Online Only. Email VIPs get 35% or 40% off. Offer not combinable with any other promotions. CLICK TO REVEAL,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,last_TDPS chance!_TDSS extra day extra savings: free shipping today_BTPDS thru 3_ETPMN / 1_ETPDN at 9_ETPHN am_ETPAP at tjmaxx.com -SHOP NOW,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,Online Exclusive. 3 Great Deals -2_TDPN Days_TDSS Only!,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,yes PLEASE  ENDS TOMORROW_TDSS  UP TO 40% OFF SELECT TOPS  SELECT DRESSES  SELECT DENIM  & MORE,,
2/29/16 0:00,2/29/16 0:00,3/2/16 23:59,ONINE ONLY! ENDS WEDNESDAY_ETPDS MARCH_ETPMS 2_ETPDN TAKE UP TO AN EXTRA 25% OFF YOUR PURCHASE Promo code: FEB28SAVE25 SHOP NOW,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,2_TDPN day_TDSS sale. shop now.,,
2/29/16 0:00,3/1/16 0:00,3/1/16 23:59,Tuesday_ETPDS Shoesday Sale: Get up to 60% off select mens and womens shoes at KennethCole.com today_ETPDS only. Shop Mens,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Today_ETPDS online only: all shoes $5 -$30. Excludes clearance and Brands We Love. SHOP SHOES,,
2/29/16 0:00,2/29/16 0:00,3/2/16 23:59,ONLINE ONLY! ENDS WEDNESDAY_ETPDS MARCH_ETPMS 2_ETPDN FINE JEWELRY BUY 1 GET 1 FREE All regular price fine jewelry SHOP NOW. Second item must be of equal or lesser value. Bonus Buys available while supplies last. Priced so low additional discounts do not apply.,,
2/29/16 0:00,2/29/16 0:00,3/2/16 23:59,ONINE ONLY! (ENDS WEDNESDAY_ETPDS MARCH_ETPMS 2_ETPDN TAKE UP TO AN EXTRA 25% OFF YOUR PURCHASE Promo code:FEB28SAVE25 SHOP NOW,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,Starts Now_BTPHS  Trina Turk  Limited_TDPS - time_TDSS online sale event  Say hello to signature prints bold pops of color and vintage-inspired chic.  Shop Women,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,today_ETPDS only  SPRING BREAK OR BUST  BUY 5+ ITEMS SAVE 40%  BUY 3+ ITEMS SAVE 30%  BUY 1+ ITEM SAVE 20%,,
2/29/16 0:00,2/24/16 0:00,3/8/16 23:59,MEMBERS: EARN A $20 BONUS CARD WHEN YOU SPEND $100 OR MORE 2_BTPMN / 24_BTPDN - 3_ETPMN / 8._ETPDN,,
2/29/16 0:00,2/24/16 0:00,3/8/16 23:59,WHEN YOU SPEND $100 OR MORE 2_BTPMN / 24_BTPDN - 3_ETPMN / 8._ETPDN,,
2/29/16 0:00,2/29/16 0:00,3/1/16 23:59,ONLINE ONLY. ENDS 3_ETPMN / 1._ETPDN  40% OFF ALL DRESSES,,
2/29/16 0:00,3/3/16 8:00,3/3/16 8:00,you're invited to the SPRING FASHION EVENT at THE RUNWAY: THURSDAY_BTPDS MARCH_BTPMS 3_BTPDN; doors open at 8_BTPHN am_BTPAP -SHOP ONLINE NOW,,
2/29/16 0:00,2/29/16 0:00,2/29/16 23:59,Final_TDPS Hours!_TDSS,,
3/1/16 0:00,3/1/16 0:00,3/31/16 23:59,Offer ends March_ETPMS 31_ETPDN,,
3/1/16 0:00,3/2/16 0:00,3/2/16 23:59,Starts tomorrow!_BTPDS  250+ New Arrivals 30% off,,End Time Unknown
3/1/16 0:00,3/1/16 0:00,3/2/16 23:59,ONLY 2_TDPN DAYS_TDSS LEFT TO ORDER ST PATTY'S DAY STYLES!,,
3/1/16 0:00,3/1/16 0:00,3/2/16 23:59,Yellow Dot Clearance. Save up to 85% on original prices when you take an extra 50-60% off Yellow Dot and an extra 70-80% off Black Dot. EMAIL EXCLUSIVE! Ends Wednesday_ETPDS March_ETPMS 2_ETPDN take an extra 40% OFF Yellow Dot and Black Dot women's men's & kids' apparel Promo code: YLWDTAPRL40 PRINT COUPON.,,
3/1/16 0:00,3/1/16 0:00,3/2/16 23:59,Yellow Dot Clearance. Save up to 85% on original prices when you take an extra 50-60% off Yellow Dot and an extra 70-80% off Black Dot. EMAIL EXCLUSIVE! Ends Wednesday_ETPDS March_ETPMS 2_ETPDN take an extra 40% OFF Yellow Dot and Black Dot women's men's & kids' apparel Promo code: YLWDTAPRL40 SHOP NOW.,,
3/1/16 0:00,3/1/16 4:00,3/1/16 18:59,Online Flash Sale! Save 50% Off from 4_BTPHN AM_BTPAP - 6_ETPHN : 59_ETPmN PM_ETPAP CT!_ETPZ,,
3/1/16 0:00,3/1/16 19:00,3/2/16 4:00,Save 40% Off from 7_BTPHN PM_BTPAP - 3_ETPHN : 59_ETPmN AM_ETPAP CT!_ETPZ,,
3/1/16 0:00,3/1/16 0:00,3/1/16 23:59,LAST_TDPS DAY:_TDSS SPEND 150 OR MORE + TAKE $50 OFF YOUR ORDER + FREE SHIP,,
3/1/16 0:00,3/1/16 0:00,3/1/16 23:59,Online Exclusive. Last_TDPS Day_TDSS For 3 Great Deals! Free Shipping(1) on every order. Shop Now,,
3/1/16 0:00,3/1/16 0:00,3/2/16 23:59,our sale is on sale. Extra 50%(2) off clearance for saving sup to 80%. Shop Now. ~*Select styles & limited_TDPS time_TDSS only. While supplies last. Prices may vary in stores & online & in Canada.,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Exclusively FOR OUR EMAIL CUSTOMERS Ends Today_ETPDS Wednesday_ETPDS March_ETPMS 2_ETPDN EXTRA 25% OFF SALE PRICE APPAREL EXTRA 15% OFF SALE PRICE SHOES ACCESSORIES OUTERWEAR AND MORE Promo code: MARCH25PASS SHOP NOW,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Exclusively FOR OUR EMAIL CUSTOMERS Ends Today_ETPDS Wednesday_ETPDS March_ETPMS 2_ETPDN EXTRA 25% OFF SALE PRICE APPAREL EXTRA 15% OFF SALE PRICE SHOES ACCESSORIES OUTERWEAR AND MORE Promo code: MARCH25PASS PRINT COUPON,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,FLASH SALE: Online Exclusive. Today_ETPDS Only. 30% OFF Intimates -Select Styles. -Shop Maternity Intimates Flash Sale,,
3/2/16 0:00,3/2/16 0:00,3/13/16 23:59,IN STORE & ONLINE -PRINT COUPON valid thru 3_ETPMN / 13_ETPDN,,
2/20/16 0:00,2/20/16 0:00,2/22/16 23:59,ONLINE ONLY ENDS 2_ETPMN / 22_ETPDN,,
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,LIMITED_TDPS TIME_TDSS  USE CODE ENJOY  RESTRICTIONS APPLY  SHOP NOW,,
3/2/16 0:00,3/2/16 10:00,3/2/16 16:00,Flash Sale Online Today_ETPDS Only Wednesday_ETPDS March_ETPMS 2_ETPDN 10_BTPHN AM_BTPAP - 4_ETPHN PM_ETPAP CST_ETPZ Flash Sale Online Today_ETPDS Only Wednesday_BTPDS March_BTPMS 2_BTPDN 10_BTPHN AM_BTPAP - 4_ETPHN PM_ETPAP CST_ETPZ,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,STARTS TODAY_BTPDS  ONLINE ONLY  UP TO 40% OFF,,End Time Unknown
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,Last_TDPS chance!_TDSS $100 off $400,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,FINAL_TDPS HOURS:_TDSS SPEND $150 OR MORE + TAKE $50 OFF + FREE SHIP,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Online Today_ETPDS Only. Clearance: Buy One Get One Free,,
3/3/16 0:00,3/3/16 8:00,3/3/16 23:59,starts today_BTPDS -SPRING FASHION EVENT at THE RUNWAY: Thursday_ETPDS March_ETPMS 3_ETPDN ; doors open at 8_ETPHN am_ETPAP -SHOP ONLINE NOW,,End Time Unknown
3/3/16 0:00,3/3/16 0:00,3/6/16 23:59,4_TDPN Days_TDSS Only! LAST_TDPS CALL_TDSS CLEARANCE Your last chance to save up to 80% on our entire stock of clearance.,,
3/3/16 0:00,3/3/16 0:00,3/6/16 23:59,Starting today_BTPDS in every Talbots! Clean out your closet! Bring in nearly new wear-to-work items for donation to Dress for Success. Now_BTPHS through March_ETPMS 6._ETPDN Find a Store,,
3/3/16 0:00,3/3/16 0:00,3/3/16 23:59,Be inspired! Watch the video that tells the story of our partnership with O The Oprah Magazine to support Dress for Success and discover why we are so committed to the mission. Monetary gifts to Dress for Success are welcome in stores through April_ETPMS 3._ETPDN Watch the Video,,
3/3/16 0:00,3/3/16 0:00,4/3/16 23:59,Two_TDPS Days_TDSS Only Exclusively Online -All Clearance 60-70% Off + $5 Shipping on All Orders,,
3/3/16 0:00,3/3/16 0:00,3/3/16 23:59,Online Only -Ends Today!_ETPDS,,
3/3/16 0:00,3/3/16 0:00,3/8/16 23:59,Use your 25% coupon to save even more on Yellow Dot & Black Dot! March_ETPMS Storewide Sale. Plus shop our Spring Home Sale. Thursday_BTPDS March_BTPMS 3_BTPDN -Tuesday_ETPDS March_ETPMS 8._ETPDN Take up to 25% off sale price merchandise. Promo Code: MARSWD25P16. In store only! $10 off your purchase of $25 or more. Print coupons.,,
3/3/16 0:00,3/3/16 0:00,3/4/16 23:59,In stores & online. Just in time for Easter. 50%(2) off all dressed up styles. Excludes online first styles. Limited_TDPS time_TDSS only. While supplies last. Prices may vary in stores and online & in Canada.,,
3/3/16 0:00,3/3/16 0:00,3/15/16 12:00,Easter Delivery. Order by March_ETPMS 15_ETPDN 12_ETPHN noon_ETPHS EDT_ETPZ (standard shipping).,,
3/3/16 0:00,3/3/16 0:00,3/4/16 23:59,Up to 50% OFF Sale Styles. Online Only. For a limited_TDPS time._TDSS -Shop Sale Maternity Clothing,,
3/3/16 0:00,3/3/16 0:00,3/3/16 23:59,TODAY_ETPDS MARCH_ETPMS 3_ETPDN RD ONLY  ONLINE ONLY,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Today_ETPDS -Online Only! Extra 30% Off Clearance Use Code: 35552,,
3/2/16 0:00,3/2/16 0:00,3/6/16 23:59,Now_BTPHS thru Sunday:_ETPDS Text LOVE to 78953 for one of these offers. 1) Free Shorts. Limit 1 per customer. Supplies_TDPS limited._TDSS Must be claimed in-store and considered final sale. While supplies_TDPS last._TDSS 2) $5 off $30. Cannot be combined with other coupon offers. 3) Any item Buy 1 Get 1 50% off. Valid on items of equal or lesser value. 1) Enter 78953 in SEND TO field. 2) Enter LOVE in MESSAGE field. 3) Press SEND and we'll text you back on how to claim your offer.,,
3/2/16 0:00,3/2/16 0:00,3/5/16 23:59,Here's a little swim SALE Because it's never too early to think about the beach ONLINE ONLY! ENDS SATURDAY_ETPDS MARCH_ETPMS 5_ETPDN EXTRA 30% OFF WOMEN'S SWIMWEAR PURCHASE PROMO CODE: SWIM30MAR03,,
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,For a Limited_TDPS Time!_TDSS Receive a trail-size Gentle Exfoliating Body Scrub FREE with any Clarins purchase! Online Only SHOP NOW.,,
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,Starts Now_BTPHS  Timberland  Limited_TDPS - time_TDSS online sale event  When adventure calls these boots answer with trailblazing craftsmanship and style.  Shop Women,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Be Beach Be-YOU-tiful! Limited 1_TDPN - Day_TDSS SALE Up to 35% OFF Swim Solids! SHOP NOW!,,
3/2/16 0:00,3/5/16 0:00,3/6/16 23:59,Shop. Bring. Give. Join us in supporting Dress for Success. All weekend_ETPDS we're accepting clothing donations and monetary gifts.,,
3/2/16 0:00,3/5/16 0:00,3/6/16 23:59,Shop. Bring. Give. Join us in supporting Dress for Success. All_TDPS weekend_ETPDS we're accepting clothing donations and monetary gifts. How to Help,,
3/2/16 0:00,3/5/16 0:00,3/6/16 23:59,Shop. Bring. Give. Join us in supporting Dress for Success. All_TDPS weekend_ETPDS we're accepting clothing donations and monetary gifts. Find A Store,,
3/2/16 0:00,3/2/16 0:00,3/8/16 23:59,spring HOME SALE ENDS TUESDAY_ETPDS MARCH_ETPMS 8_ETPDN Take an EXTRA 25% OFF home store & luggage Promo code: MRSDHE25P16 Plus use your COUPON on YELLOW DOT & BLACK DOT MERCHANDISE! SHOP HOME,,
3/2/16 0:00,3/2/16 0:00,3/8/16 23:59,spring HOME SALE ENDS TUESDAY_ETPDS MARCH_ETPMS 8_ETPDN Take an EXTRA 25% OFF home store & luggage Promo code: MRSDHE25P16 SHOP BED & BATH,,
3/2/16 0:00,3/2/16 0:00,3/8/16 23:59,spring HOME SALE ENDS TUESDAY_ETPDS MARCH_ETPMS 8_ETPDN Take an EXTRA 25% OFF home store & luggage Promo code: MRSDHE25P16 PRINT COUPON,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,LAST_TDPS DAY_TDSS to order St Patty's day Styles! Shop Now,,
3/2/16 0:00,3/4/16 0:00,3/20/16 23:59,March_BTPMS 4_BTPDN th - 20_ETPDN th 2016_ETPYN -Free Silvery Moon Earrings -With in-store purchase of $75 or more -Learn More,,
3/2/16 0:00,3/2/16 0:00,3/6/16 23:59,$20 OFF YOUR PURCHASE OF $75  NOW_BTPDS THROUGH MARCH_ETPMS 6_ETPDN  USE CODE SPECIAL,,
3/2/16 0:00,3/2/16 0:00,3/6/16 23:59,4_TDPN Days_TDSS Only: Free Shipping On All Orders -No Minimum,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,LAST_TDPS CALL_TDSS CLEARANCE Your last_TDPS chance_TDSS to save up to 80% on our entire stock of clearance.,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,One_TDPS Day_TDSS Secret Designer Sale,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,Ends Today_ETPDS Exclusively Online -All Clearance 60-70% Off + $5 Shipping on All Orders,,
3/2/16 0:00,3/3/16 0:00,3/8/16 23:59,Use your 25% coupon to save even more on Yellow Dot & Black Dot! March_ETPMS Storewide Sale. Plus shop our Spring Home Sale. Thursday_BTPDS March_BTPMS 3_BTPDN - Tuesday_ETPDS March_ETPMS 8._ETPDN Take up to 25% off sale price merchandise. Promo Code: MARSWD25P16. In store only! $10 off your purchase of $25 or more. Print coupons.,,
3/2/16 0:00,3/2/16 0:00,3/2/16 23:59,The Dress Sale you've been waiting for... One_TDPS Day_TDSS ONLY -Shop Dresses up to 50% OFF + FREE SHIPPING on orders over $100,,
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,Shop Last_TDPS Chance_TDSS Winter SALE -100's of items UP TO 50% OFF,,
3/2/16 0:00,3/4/16 9:00,3/4/16 18:00,BEAUTY FLASH: 9_TDPN HOURS_TDSS ONLINE ONLY! 9_BTPHN AM_BTPAP - 6_ETPHN PM_ETPAP CST_ETPZ Friday_ETPDS March_ETPMS 4._ETPDN SHOP NOW!,,
3/2/16 0:00,3/2/16 11:00,3/2/16 19:00,Fashion in a Flash! Select Dresses $29.99-$39.99 Online Only 11_BTPHN AM_BTPAP to 7_ETPHN PM_ETPAP CT._ETPZ,,
3/2/16 0:00,3/2/16 0:00,3/3/16 23:59,Tomorrow_ETPDS only all shoes Buy 1 Get 1 $8. Excludes clearance and Brands We Love. Valid on items of equal or lesser value. PREVIEW NOW,,
3/4/16 0:00,3/4/16 0:00,3/8/16 23:59,Hurry offer ends Tuesday_ETPDS 3_ETPMN / 8_ETPDN -SAVE AN EXTRA 25% ON CLEARANCE ITEMS,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59,LIMITED_TDPS TIME_TDSS ONLY  MEN'S & WOMEN'S NON-IRON DRESS SHIRTS & SPORT SHIRTS 4 for $199,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59,LIMITED_TDPS TIME_TDSS ONLY,,
3/4/16 0:00,3/5/16 9:00,3/5/16 23:59,Join us in stores tomorrow!_ETPDS Stores open early at 9_ETPHN am!_ETPAP Spring Style Shopping Party. Spring Style Tips. Light Refreshments. Brand New Arrivals. Find a Store,,
3/4/16 0:00,3/4/16 0:00,3/20/16 23:59,March_BTPMS 4_BTPDN th to 20_ETPDN th 2016_ETPYN -Free Silvery Moon Earrings -With in-store purchase of $75 or more -Learn More,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59,ENDS_TDPS SOON_TDSS  ONLINE ONLY  UP TO 40% OFF SELECT STYLES  TEES SHORTS DRESSES MORE!,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,ENDS TODAY!_ETPDS  IT JUST MIGHT BE YOUR LUCKY DAY  CLICK TO FIND OUT,,
3/4/16 0:00,3/5/16 0:00,3/6/16 23:59,March_BTPMS 5_BTPDN - 6_ETPDN In-store & online: More savings = more new outfits,,
3/4/16 0:00,3/1/16 0:00,3/31/16 23:59,CONTEST: Win your gear with Graco From March_BTPMS 1_BTPDN to 31_ETPDN,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,LAST_TDPS CHANCE:_TDSS EXTRA 25% OFF SALE APPAREL,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59,Last_TDPS - Chance_TDSS -Dept?by=Departments,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59, + extra savings: Buy One Get One 50% OFF Sale Styles. In Stores Only For a limited_TDPS time._TDSS -Find Similar Savings Online,,
3/4/16 0:00,3/4/16 0:00,3/5/16 23:59,LIMITED_TDPS TIME:_TDSS FREE SHIPPING & RETURNS ON ALL ORDERS,,
3/4/16 0:00,3/4/16 0:00,3/4/16 23:59,Today_ETPDS online & in stores: All shoes Buy 1 Get 1 $8. Excludes clearance and Brands We Love. Valid on items of equal or lesser value. SHOP SHOES,,
